tmpID,FirsName,LastName,prospectSpend
5841,Marvin,Dicki,255.842393448241
2834,Jon,Torphy,252.476931240412
1799,Randall,Corwin,378.672304160952
789,Simon,Bode,290.843043031266
2918,Hershel,Cassin,298.392117864418
4585,Ariel,Borer,339.888917096945
649,Sam,King,265.753757108527
1192,Hugo,Torp,250.458116383825
3885,Shan,Cole,205.734156082167
2147,Delora,Towne,412.42464844372
4101,Vivien,Aimonetti,370.68857799842
5112,Lakeisha,Stanton,264.821088940926
2091,Chester,Quitzon,281.584993452035
318,Moises,Mertz,200.070894366463
4207,Ben,Koepp,456.382127359526
2697,Shauna,Turner,291.02089241678
4439,Alton,Kutch,373.848883814359
1326,Eneida,Kerluke,323.058810603968
5473,Chelsie,Padberg,283.546820127976
5563,Mamie,Volkman,302.398857804484
2144,Errol,Dooley,312.484512668478
1283,Kerri,Windler,284.323757996405
4383,Trina,Gaylord,293.420025901538
1381,Bibi,Johns,155.293616044099
3193,Carmela,Smitham,333.679391356635
4283,Maurice,Erdman,282.509800288987
3227,Olin,Schumm,286.809133850997
5846,Teddy,Metz,297.813284204321
2782,Brett,Smith,314.582336823816
2136,Joie,Thompson,325.552665405929
1810,Jazmine,Witting,289.251655036225
1709,Paul,Wuckert,387.634100800817
5665,Tula,Hickle,297.114042815172
5070,Tommy,Waelchi,304.330634514648
1558,Zachary,Glover,350.458757795672
5621,Tonia,Hoppe,214.697753675231
1757,Mike,Weber,319.922032692568
1788,Sammie,Romaguera,290.470484439448
4552,Valene,Kling,310.627307264867
5060,Olin,Senger,328.72791523546
2851,Curtis,Beer,336.774565509742
1344,Devona,Koelpin,350.021819940412
3968,Lida,Paucek,286.536085890716
2711,Tamar,Lynch,281.705138359626
3543,Domenic,Rippin,308.404077914758
976,Lakia,Ernser,329.934048528448
5668,Antonio,Bernier,197.2713154297
4925,Damon,Wunsch,347.78546394613
4858,Melvin,Bartell,306.378716870166
735,Wilburn,Eichmann,299.238776939423
4206,Casimira,Schneider,338.70723350211
4438,Earline,Thiel,266.823270180726
1741,Darin,Kub,307.250513590824
2347,Branden,Runte,312.749202946411
1449,Douglass,Huels,305.192198454112
2281,Susy,Cummerata,322.392629420231
5225,Joshua,Lubowitz,254.281427171264
3325,Mignon,Parisian,303.651124835229
2051,Vernon,Nikolaus,300.868705587062
163,Nicol,Kunde,340.663305151617
2911,Janae,Feil,289.999710735944
4081,Lynelle,Walsh,250.33350296316
4133,Lashawna,Zemlak,295.763553863419
2560,Abraham,Gislason,290.964597615723
2755,Chad,Wisoky,314.081654118651
21,Cori,Schoen,182.083865404566
2776,Sammie,Gottlieb,297.274844797931
3246,Sandra,Mohr,330.948232504292
5572,Dudley,Lockman,295.289672275654
3507,Mana,Zboncak,311.946561611651
4073,Jama,Leffler,302.262087726699
3914,Corazon,Konopelski,296.312696278819
5047,Justina,Torphy,302.907621691031
3137,Genaro,Kilback,304.680003957029
4926,Sydney,Shields,180.836480655576
4018,Archie,Rice,356.760159862407
2539,Junior,O'Kon,188.842147287015
4608,Marcelo,McKenzie,372.6127469846
3473,Ayako,Heller,382.660954379117
421,Piedad,Lubowitz,366.0500127022
5124,Dorris,Pouros,310.122162140346
4341,Nancy,Spencer,286.832490889741
977,Karey,Harber,288.315768177678
1443,Terrie,Keebler,263.805134195766
1836,Sarai,King,290.789754973262
5119,Miguel,McClure,266.126052843431
5208,Austin,Collins,310.18076527901
3706,Margarito,Adams,331.788245631282
559,Roman,Quigley,283.393146291952
5389,Karie,Gulgowski,343.829619615901
4281,Astrid,Franecki,462.963198481944
4819,Kay,Kub,308.342849108486
5791,Jerrold,Cummerata,304.577458697318
5920,Hattie,Tromp,300.878516773349
4637,Harland,Roberts,266.865424121794
2478,Warren,Lubowitz,327.903017646679
4713,Francene,Stracke,345.537618414984
4530,Britni,Stamm,269.609321368759
5173,Chasidy,Bahringer,171.657819631605
3759,Loretta,Reilly,277.009387076857
4258,Londa,Gorczany,366.125023862641
2473,Trinidad,Glover,289.218024256604
5770,Raphael,Goodwin,353.073934264462
658,Latasha,Gislason,269.571844260866
226,Rory,Koss,327.951437029493
3239,Lenny,Langosh,288.797190960172
5301,Gisele,Beier,311.157204763642
3655,Ezequiel,Heathcote,311.498080722613
1135,Ashlyn,Yost,344.876591133159
616,Lincoln,Stokes,316.901245457196
1393,Modesto,Wilkinson,336.533961296675
3255,Lorena,Gerlach,233.900570802954
2480,Maire,Gulgowski,280.385421784199
293,Francisco,Lueilwitz,295.149573282721
4455,Mafalda,Ward,315.312586751234
210,Otilia,McLaughlin,155.671096878208
2905,Romeo,Kassulke,326.337171069834
4788,Hyun,Koepp,359.090492268042
2098,Wilfredo,Strosin,164.690990748894
2709,Elidia,Gottlieb,226.598782556709
5848,Natalia,Swaniawski,375.819664354234
1868,Craig,Blick,368.831406824073
4417,Laverne,Lockman,287.250702328865
1495,Edmund,Haley,264.363332814372
4165,Darnell,Aufderhar,311.623907888423
2498,Robin,Erdman,333.289597268961
5531,Sadye,Bernhard,160.723879785705
1292,Colby,Pfeffer,303.306121511535
3134,Adan,Lesch,294.06081967919
2450,Jacqueline,Langosh,302.472179719673
2083,Brendon,Rosenbaum,267.379423653495
5039,Keven,Gerlach,320.390270218577
1488,Nobuko,Mitchell,239.507044624555
591,Micheal,Boyle,373.936107519667
5784,Hilario,Schmidt,124.625177647108
127,Gerald,Heidenreich,69.7276638138387
1738,Veronika,Herzog,335.746575307818
1534,Bryan,Schuppe,312.025234864662
4436,Frederic,Yundt,301.741344159846
3208,Tracy,Runolfsson,314.500433695838
5536,Johnnie,Homenick,259.111660304537
3683,Sidney,Towne,304.070985480941
235,Gemma,Cremin,310.160150898453
3276,Patrick,Streich,251.936803669705
2630,Bert,Bernhard,316.090113237717
351,Hung,Crist,378.672402426757
2245,Irvin,Murphy,341.835632643001
2209,Sharyl,Satterfield,294.172510891817
2227,Tari,Walter,281.169308441362
2343,Jan,Reichel,307.342196517089
1318,Kenya,Lakin,303.7055395186
1965,Collin,Ziemann,367.047096618338
4961,Junior,Watsica,370.564394038163
5358,Branda,Boyer,140.40427052648
5880,Lucila,O'Conner,185.877279199278
734,Deidre,Lehner,292.590220673806
906,Carlyn,Pagac,348.27289444147
732,Raelene,Farrell,275.009159982889
1890,Ali,Breitenberg,279.266748840346
674,Anjelica,Connelly,326.97019012962
5198,Vince,Beatty,283.882005429598
3736,Flora,Hills,50.4021040873072
13,Wilton,Douglas,323.563920142249
2495,Jan,Emmerich,289.642445702865
3258,Preston,Hoppe,330.14598224262
4102,Destiny,Gaylord,425.035286871643
28,Zofia,Kiehn,336.416357059724
171,Marielle,Wolff,346.609753260201
2655,Stevie,Kovacek,289.412658906372
5597,Angelia,Ondricka,338.647908398707
1740,Armand,Hammes,246.295852617227
1081,Irena,Thompson,309.0470703396
2052,Meda,Schuppe,300.896801353698
4807,Sammie,Bode,268.782548788803
3949,Lowell,Barton,221.456383292923
5075,Simonne,Leuschke,293.436556403932
4246,Graciela,Schulist,229.069793738208
2864,Petra,Bahringer,199.813823581814
4033,Napoleon,Will,300.429372287553
4147,Christoper,Hagenes,465.451330408054
1860,Easter,Nienow,240.826923477168
747,Reuben,Weimann,324.082425862106
5674,Clifton,Durgan,297.044941104977
3820,Darcey,Padberg,343.236735351099
2629,Grover,Wiegand,270.860928065107
4306,Isa,Okuneva,325.849032052176
958,Dominica,Batz,247.129331840032
3750,Hipolito,Harvey,305.458914595666
3241,Teodoro,Grimes,290.563754129127
3097,Kurtis,Heidenreich,286.292938204067
1746,Lashawna,Block,231.438135128791
1995,Carrol,Feil,276.25714483057
584,Jarrod,Harvey,383.288837723716
1508,Bryon,Quigley,372.440090459532
5894,Pearline,Ankunding,287.265628141686
5646,Sandie,Hirthe,321.916714050079
3403,Fredricka,Hane,290.592652542892
2257,Merlin,Sawayn,273.186437297088
322,Buddy,Rowe,298.121683299493
594,Christene,Hoeger,149.164855039557
838,Sam,Romaguera,304.949534086465
1943,Merrill,Raynor,298.185936151424
2070,Isreal,Schmitt,350.304027088836
1281,Kimberely,Jerde,278.487229878551
4990,Gail,Runolfsdottir,358.250961980891
2888,Aurora,Jones,282.702932538845
5424,Jamel,Reilly,274.051312502256
1565,Dillon,Paucek,385.140075605701
1949,Shannan,Bartoletti,338.098926887346
436,Pamula,Harber,292.337094294597
3100,Arlyne,Herzog,310.283468735422
1007,Damian,Swaniawski,271.575775667112
4542,Joey,Hackett,275.717878847466
2917,Lyman,Cronin,312.039105214597
1916,Ora,Bins,294.411703510662
1917,Maxie,Ziemann,360.369958470201
4096,Danilo,Lesch,334.17840619265
815,Geraldo,Wolf,313.913275747027
4083,Leisha,Schowalter,183.948022435689
3483,Rudolf,Gerlach,273.997565955732
2708,Patrick,Hudson,303.495209112265
1046,Lura,Prosacco,283.778940579269
2511,Lorinda,Sipes,276.274605737239
651,Oleta,Koch,202.17511518075
2646,Harrison,White,294.312521739287
585,Russ,Bruen,398.061325869954
1928,Zoila,Robel,330.518303252078
1101,Johanna,Hoeger,336.490120016757
4426,Toby,Weber,293.000756019421
266,Claudio,Keeling,311.973621617722
4451,Katharine,Bahringer,315.944406241259
546,Geoffrey,Lueilwitz,294.810603925588
1201,Ray,Dare,166.550402719492
595,Zenaida,Doyle,315.496608455741
1808,Epifania,Spinka,135.501797888665
4169,Alma,Wintheiser,308.453476636079
2119,Angla,Littel,289.982885942268
3579,Ivey,Bayer,209.185771483475
2722,Kenny,Jast,225.67821071994
797,Dorethea,Jewess,285.460815170434
3079,Tyree,Kautzer,301.67397427201
2970,Billy,Kessler,326.008393642164
2880,Donnell,Strosin,301.310735114362
5501,Alphonse,Leuschke,306.149041996767
5041,Wallace,D'Amore,298.453203278849
2294,Renna,Williamson,217.495973264088
5718,Irving,Koss,324.14553094713
1363,Jackie,Cormier,340.214663217428
5967,Jonie,Lakin,267.837828130214
3112,Amos,Hartmann,308.740857584634
1518,Soila,DuBuque,287.057934570649
4327,Brittanie,Ullrich,314.249489341571
2256,Sofia,Bartoletti,386.676528612708
1947,Latashia,Kiehn,303.557493477354
5633,Manual,Hirthe,376.506124315111
4122,Clotilde,Leannon,300.004912151065
4800,Shaunta,Schumm,289.604659407095
5810,Kelvin,Senger,240.860188173182
1338,Ty,Runte,292.743019422679
3267,Shela,Kessler,297.270156907939
2830,Prudence,Maggio,327.986870287556
3958,Trudy,Rodriguez,373.491512068586
2491,Dick,Dietrich,364.155086265465
2229,Antonia,Renner,363.519313576339
164,Corazon,Schowalter,244.740254808978
5697,Johanne,Kiehn,327.226266531642
3357,Sandi,Shields,220.870809016885
3587,Sanford,Kemmer,286.082350382398
2481,Tim,Parker,39.7304751453598
501,Clifford,Romaguera,276.221297812257
5255,Abe,Reinger,99.5572581602778
248,Dante,Wisoky,312.065439815598
5458,Tarsha,Hudson,362.250332385249
3131,Brenda,Romaguera,351.079260933454
3037,Armand,Auer,300.456379450568
2966,Bennie,Simonis,178.293632400779
95,Sylvester,Witting,287.246824089478
4735,Van,Abernathy,290.94955686275
1404,Margrett,Wunsch,318.895817278952
5444,Isiah,Marquardt,350.101567202172
461,Boyce,Stiedemann,301.591801057878
3216,Jay,DuBuque,393.518851790363
4029,Alonzo,Heaney,248.700723226082
3114,Terrence,Labadie,284.643794791396
3902,Lorena,Willms,230.414840478301
4468,Harrison,Abshire,366.587966578463
2859,Cathy,Brakus,308.590109991257
5857,Alvin,Collier,311.601776808144
3646,Karyn,Lemke,353.839732285806
440,Leon,Bashirian,259.539279696577
5594,Trista,Schuppe,304.676131966515
1670,Rita,Bergnaum,310.252074837919
2493,Gene,Cormier,345.950244339451
3156,Kenisha,Maggio,292.533513779245
3645,Nicholle,Auer,299.272620493128
2723,Neal,Nolan,285.99222480661
4502,Alejandrina,Glover,320.095561317976
1657,Taylor,Funk,345.018234773353
1630,Corliss,Nikolaus,289.941200019297
142,Grover,Gorczany,366.6015386478
2342,Melina,Altenwerth,301.045438736925
2049,Geoffrey,Miller,332.625805830335
2171,Tawana,Langworth,281.60430105036
158,Jody,Homenick,298.477708499005
253,Sylvester,Krajcik,251.107151751734
5734,Gregory,Bednar,254.566035949333
3297,Antonia,Cormier,310.80000484761
2550,Lindsey,Mosciski,290.440436592801
4076,Marg,Terry,363.89302530831
3928,Veronica,Huel,208.861697152227
3277,Keva,Schultz,308.792078679867
4816,Monte,Koepp,285.78474040978
5892,Pearly,Lind,359.877438511646
128,Scot,Bartell,303.752716336831
5053,Rigoberto,Kuhic,307.023038301034
5411,Ernie,Runolfsdottir,302.144061558498
3592,Bethel,Thompson,339.666939742246
3409,Karie,Simonis,299.934708592731
2850,Maryetta,Mraz,313.028283998117
2677,Sebastian,Anderson,288.424383547628
5877,Kasie,Rosenbaum,272.449424733359
4996,Jc,Altenwerth,301.316221123908
5264,Rex,Purdy,296.228283903284
4877,Winnifred,Jaskolski,316.559477969873
4681,Janeen,Bailey,305.083958302702
2746,Oscar,Ullrich,227.573650509958
3536,Sammie,Stokes,413.082590446973
3091,Shelley,Jakubowski,361.110976025535
2447,Maximo,Mayer,349.324671710933
2216,Chris,Torp,371.745336329585
4719,Donna,Frami,334.359554116681
4592,Cathy,Langworth,309.335740916811
2786,Nadene,Kilback,293.632675678814
3085,Jeffery,Windler,285.096767657696
4618,Donette,Becker,188.165876476384
4723,Gino,Mills,330.90541290361
1253,Branden,Kassulke,293.205884358062
120,Jerome,Grimes,115.94584121441
4109,Jennefer,Prosacco,257.807048545283
3915,Percy,Champlin,307.022580005738
3461,Sandee,Weimann,294.463424859849
3806,Emmett,Harber,304.562980654586
1958,Mitch,Dibbert,278.863323241537
75,Annice,Skiles,293.920439131496
1734,Reinaldo,Braun,320.146749909062
4108,Margene,Cummerata,375.136517670146
4721,Jospeh,Stracke,304.184053277306
1026,Ramon,Kuvalis,303.227149221113
2734,Garnett,Ortiz,305.014585886207
5152,Kathey,Reynolds,285.78541239322
4641,Sol,Gorczany,289.920461502333
4988,Nicholle,Block,358.752243869433
1938,Kaitlin,Nader,330.311361769308
3348,Cary,Shields,194.504253396357
1936,Irwin,Bergstrom,295.018747592225
3657,Kellie,Stehr,285.795079092462
446,Gilberto,Padberg,354.724016240825
5907,Bao,Crona,303.988846511222
1278,Lindsay,Lockman,264.504747669051
4478,Arnoldo,Stoltenberg,319.692558490191
3734,Lemuel,Senger,361.506200293862
3152,Mariam,Padberg,366.267269774664
2989,Jonas,Walter,230.786456176678
4695,Deidre,McDermott,207.771076138353
3190,Shelba,Orn,282.562600358549
5917,Dorla,McLaughlin,204.538180660506
2497,Susanna,Carroll,301.963945926725
4046,Page,Koepp,387.840807174155
3154,Milan,Braun,302.957890155296
903,Nanette,Jast,364.527874680582
3758,Garrett,Koelpin,311.488379003336
5532,Trang,Gerhold,210.059817015128
4856,Angle,Mann,310.564720755803
4607,Eugenio,Nitzsche,260.766645407045
1684,Whitley,Zieme,356.950659385068
2713,Kiera,Langworth,246.633141113812
3005,Gaylord,Larson,318.638527467597
737,Oswaldo,Spinka,371.470069125353
5093,Man,Krajcik,145.657916818118
3305,Danyelle,Langosh,303.569484274553
4267,Alba,Hickle,293.614026285907
4278,Modesto,Dach,377.635789402284
4269,Marcelino,Howe,305.845428264431
3173,Noe,Barton,299.251166685878
2732,Cyndi,Watsica,286.842484619565
104,Ronnie,Willms,284.805280305931
4565,Aretha,Trantow,296.529086317374
1096,Doreen,Carter,164.714753440462
5114,Jae,Swaniawski,361.072487203575
4560,Erin,Weissnat,363.007733817319
4017,Tonette,Hermann,306.633662046301
3878,Patricia,Bogan,299.863808995808
5015,Janet,Yost,214.569501330928
2376,Brittni,Rau,296.567138382533
1395,Carroll,Doyle,274.399135406761
779,Felipa,Harvey,199.92995531091
5918,Phil,Wunsch,201.123414989618
1178,Luna,Kutch,276.009823967558
4865,Latoyia,Block,312.776181326907
1257,Marietta,Renner,310.070725162425
5741,Salvatore,Pacocha,250.390298011994
204,Alvaro,Lindgren,402.430149985621
408,Arnoldo,Powlowski,300.643382243616
4252,Randall,Jewess,330.923273474339
444,Suk,Emard,302.465992244635
4056,Kelly,Keeling,288.215710510475
24,Carman,Keebler,337.245944978881
4317,Sydney,Sipes,303.999410853606
2503,Garry,Schumm,349.029136859905
899,Keenan,Kshlerin,326.449450740616
5765,Milissa,Lakin,335.333925672778
113,Robyn,Koepp,340.550521828577
1322,Lawerence,Roob,302.039868845723
4668,Roger,Kozey,315.210608379108
3372,Natalia,Schaden,313.258894867594
1702,Vernetta,Jaskolski,333.408083454014
5811,Buford,Kiehn,303.513487902107
4826,Herbert,Nikolaus,316.05043091017
662,Dylan,Heaney,273.751622620367
4704,Brice,Murazik,347.536817443025
1356,Yanira,Fay,247.402926911663
1536,Nga,Rutherford,350.178996829466
4334,Dominque,Ernser,269.833311848153
2810,Sung,Yundt,375.106602121829
14,Leroy,Kovacek,319.127603484868
4812,Keenan,Glover,311.22805311736
2519,Wayne,Fisher,254.087196670342
3578,Lavern,Glover,345.817039183426
1561,Chrissy,Green,331.687611281189
11,Jayne,Friesen,274.27193787589
3147,Burton,Bode,226.056518132997
2608,Shaunna,Tremblay,286.586729869431
4881,Cinthia,Homenick,210.007082926353
5069,Glen,Schmitt,254.393101867873
1455,Lawanna,Kris,247.287355724511
4363,Quiana,Windler,283.271328185416
3897,Jere,Sipes,293.16537074776
2167,Lesley,Moen,371.614339357227
2664,Jocelyn,Berge,235.940219958183
1570,Rea,Abshire,256.298881001997
4736,Chong,Wilderman,271.70658086693
1913,Kraig,Bradtke,298.530028939482
4304,Sanford,Jaskolski,299.184564559956
5570,Sang,Klein,325.134728007486
5981,Jack,Wuckert,314.28957449043
3017,Fernando,Renner,310.671579738932
3016,Dollie,Cummerata,383.068184196585
2215,Bernarda,Fahey,319.323635641287
4186,Fallon,Berge,218.619098076876
5575,Elissa,DuBuque,340.456839276013
3244,Annamarie,Thiel,301.017555873284
3737,Clifton,McLaughlin,327.294313426683
1837,Tamesha,Dooley,294.9442276889
1436,Kallie,Keeling,248.885001595997
4265,Sue,Dibbert,243.764229755612
4428,Marion,Fahey,307.693030901352
929,Gil,Rosenbaum,306.030396997032
5986,Lakesha,Daugherty,284.081133809929
1963,Antonio,Robel,283.795439768256
1617,Dana,Kreiger,297.92313995365
4653,Vinnie,Simonis,330.22211212623
2999,Rafael,Olson,329.274911548432
4491,Lakenya,Wisozk,334.659020902176
5103,Evia,Conroy,304.917133545929
1129,Sau,Armstrong,334.330578502523
5929,Maureen,Friesen,146.163517666966
2815,Carol,Konopelski,293.424265000497
1954,Ed,Bartell,286.046409811365
4054,Christel,Luettgen,305.489553669234
590,Melody,Yundt,342.630998412786
5813,Mable,Collins,304.683640062944
4368,Issac,Mosciski,311.934449218784
2825,Rozanne,Mosciski,320.188811865712
951,Merilyn,Goyette,413.046479220354
3527,Marcel,Armstrong,259.349702810881
3051,Jerald,Bins,355.277789042553
4232,Reggie,Block,370.145255820542
5672,Curtis,Okuneva,308.71813725471
3345,Lane,Gulgowski,302.655478072062
2154,Sebastian,Rowe,330.12047379983
5959,Tiffani,Nicolas,279.408958722259
5521,Arline,Johnston,291.462754409666
4453,Danica,Runte,328.982296775184
49,Brendan,Carter,308.724345115385
4526,Michel,Conroy,296.145234421867
1479,Benton,Baumbach,350.983934656901
3816,Bridget,Doyle,359.434134437733
3919,Al,Padberg,417.144321747086
1655,Pansy,Strosin,248.984372460506
3438,Lee,Dibbert,277.743026392616
1616,Kurtis,Ebert,291.409987881022
66,Leif,Anderson,357.244492473437
3877,Devin,Hand,281.772449624477
3443,Kristofer,Bins,303.508575901665
5822,Freeman,Blick,459.112131455429
5000,Willene,Larkin,244.453560047358
3700,Elton,Lebsack,393.484248933583
712,Johnie,Erdman,294.591923251187
1214,Jessia,Jaskolski,294.722272470411
5252,Van,Hettinger,315.76212886544
1747,Jamar,Bogisich,259.023982369119
4648,Kendrick,O'Connell,344.652875028111
565,Willis,Waters,301.878522097796
406,Terri,Corkery,282.134241748659
3602,Young,Weber,315.024637129225
4515,Omega,Fadel,301.780089068221
2731,Rick,Wiza,292.383164520914
4661,Amira,Spencer,301.05730502685
2407,Pasquale,Hauck,308.739141741771
1605,Stanton,Zieme,216.200845873534
2524,Lyman,Frami,298.931411500468
4711,Gracie,Wintheiser,281.986565004542
3641,Millicent,Reinger,301.058714835649
4510,Magen,Bergstrom,285.892486265801
4154,Na,Towne,245.152664062881
1177,Stepanie,Effertz,311.040001369277
5210,Horace,Schuster,301.125564974617
4430,Saundra,Oberbrunner,311.133015556545
1984,Santiago,Price,323.022546722989
2537,Alva,Dooley,261.377769157008
5338,Carlton,Bartell,210.633787901733
5253,Alan,Walsh,279.920226831774
4275,Zandra,Bins,80.0277218980182
794,Domonique,Bahringer,293.238909713338
5938,Foster,Batz,361.309573567171
2587,Del,Hayes,291.707014003311
2359,Danilo,Hane,313.477469546892
4002,Marilee,Vandervort,314.720080379472
1885,Wally,Fadel,240.642383259479
3891,Josue,Kassulke,196.853236715857
4730,Flora,Bartoletti,304.587138760272
2354,Laurel,Ferry,207.442548992365
1029,Leanora,Feeney,316.205837792118
2363,Lala,Kulas,323.867962897118
2242,Lincoln,Rogahn,350.951474006957
5950,Clay,Lueilwitz,307.887910326367
4625,Olimpia,Klocko,267.291072039464
872,Hal,Rohan,317.247571012513
5955,Malcolm,Funk,303.930408933319
3594,Carlos,Runolfsdottir,221.641293462558
5760,Royce,Quigley,298.110652901754
5087,Kimiko,Lakin,221.348733438938
2528,Merissa,Kuvalis,313.833949403631
